cnpj_cia;cd_cvm;denom_social;denom_comerc;dt_const;setor_ativ;sit_emissor;controle_acionario;logradouro;compl;bairro;mun;uf;cep;auditor;descricao;site;ticker
09.326.342/0001-70;21989;AUTOPISTA FERNÃO DIAS SA;AUTOPISTA FERNÃO DIAS SA;2007-12-19;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Rodovia Fernão Dias, BR 381 - KM 850 - Pista Norte;Prédio;Setor Industrial;POUSO ALEGRE;MG;37550000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Concessionária de Rodovias, pontes, túneis e serviçios relacionados;www.autopistafernao.com.br;
09.324.949/0001-11;22004;AUTOPISTA FLUMINENSE SA;AUTOPISTA FLUMINENSE SA;2007-12-19;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Rua XV de Novembro Nº 4 Bloco 2;902 e 903;Centro;NITERÓI;RJ;24020125.0;KPMG AUDITORES INDEPENDENTES LTDA.;Concessão de Rodovias;www.autopistafluminense.com.br;
09.313.969/0001-97;21997;AUTOPISTA LITORAL SUL;AUTOPISTA LITORAL SUL;2007-12-19;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Francisco Munhoz Madrid, nº 625, Cond. Portal do Porto bl 4;Módulos 402.2 e 403;Roseira;SÃO JOSÉ DOS PINHAIS;PR;89218152.0;KPMG AUDITORES INDEPENDENTES LTDA.;;;
09.325.109/0001-73;21970;AUTOPISTA PLANALTO SUL SA;AUTOPISTA PLANALTO SUL SA;2009-10-26;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Rodovia Praça do Pedágio BR116 Km 204;Térreo Praça Pedágio;Roseira;RIO NEGRO;PR;83880000.0;KPMG AUDITORES INDEPENDENTES LTDA.;;;
09.336.431/0001-06;21962;AUTOPISTA REGIS BITTENCOURT SA;AUTOPISTA REGIS BITTENCOURT SA;2007-12-19;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Rodovia SP 139;226;São Nicolau;REGISTRO;SP;11900000.0;KPMG AUDITORES INDEPENDENTES LTDA.;;;
27.956.690/0001-03;24333;AUZZA SECURITIZADORA S. A.;TOKE INVEST SECURITIZADORA S.A.;2017-05-17;Securitização de Recebíveis;FASE PRÉ-OPERACIONAL;PRIVADO HOLDING;ALAMEDA DOUTOR CARLOS DE CARVALHO, 417;CJ.2104;CENTRO;CURITIBA;PR;80410180.0;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES;;;
61.351.532/0001-68;11975;AZEVEDO & TRAVASSOS SA;AZEVEDO & TRAVASSOS;1922-06-25;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rua Vicente Antônio de Oliveira, 1.050;;Vila Mirante;SÃO PAULO;SP;2955080.0;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;Execução de obras de construção pesada junto à órgãos púbicos e iniciativa privada.;www.azevedotravassos.com.br;['AZEV3', 'AZEV4']
09.305.994/0001-29;24112;AZUL S.A.;AZUL S.A.;2008-01-03;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Marcos Penteado de Ulhôa Rodrigues 939;8º andar;Tamboré;BARUERI;SP;6460040.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Transporte e Logística;www.voeazul.com.br;['AZUL4']
09.346.601/0001-25;21610;B3 S.A. - BRASIL, BOLSA, BALCÃO;B3;2007-12-14;Bolsas de Valores/Mercadorias e Futuros;FASE OPERACIONAL;PRIVADO;Praça Antonio Prado, 48;7º andar;Centro;SÃO PAULO;SP;1010901.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Principais atividades: administrar mercados organizados de títulos e valores mobiliários prestar serviços de registro, compensação e liquidação e de suporte à operações de financiamento;http://www.b3.com.br/pt_br/;['B3SA3']
45.987.245/0001-92;701;BAHEMA EDUCACAO S.A.;BAHEMA;1960-11-19;Educação;FASE OPERACIONAL;PRIVADO;Rua Professor Vahia de Abreu, 340;sala 1;Vila Olímpia;SÃO PAULO;SP;4549002.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestação de serviços educacionais, diretamente ou por meio de participação em outras sociedades, nas áreas de educação pré-escolar, infantil e básica (ensino fundamental ao ensino médio).;http://www.bahema.com.br;['BAHI3']
28.195.667/0001-06;20958;BANCO ABC BRASIL S/A;BANCO ABC BRASIL S/A;1983-12-27;Bancos;FASE OPERACIONAL;ESTRANGEIRO;AV. CIDADE JARDIM, 803;2º ANDAR;ITAIM BIBI;SÃO PAULO;SP;1453000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;O Banco tem por objeto a prática de operações ativas, passivas e acessórias inerentes às respectivas carteiras autorizadas pelo Banco Central do Brasil.;www.abcbrasil.com.br;['ABCB4']
61.186.680/0001-74;24600;BANCO BMG S/A;BANCO BMG S/A;1965-03-25;Bancos;FASE OPERACIONAL;PRIVADO;Avenida Presidente Juscelino Kubitschek, nº 1830;10º andar;Vila Nova Conceição;SÃO PAULO;SP;4543000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Prática de todas as operações ativas, passivas e acessórias permitidas nas normas legais e regulamentares para o funcionamento dos bancos com carteira comercial, de investimento, inclusive câmbio;www.bancobmg.com.br/ri;['BMGB4', 'BMGB11']
60.746.948/0001-12;906;BANCO BRADESCO S.A.;BANCO BRADESCO S.A.;1943-03-02;Bancos;FASE OPERACIONAL;PRIVADO;NÚCLEO CIDADE DE DEUS;S/N;VILA YARA;OSASCO;SP;6029900.0;KPMG AUDITORES INDEPENDENTES LTDA.;Prática de operações bancárias em geral, inclusive câmbio;www.bradesco.com.br;['BBDC3', 'BBDC4']
30.306.294/0001-45;22616;BANCO BTG PACTUAL S/A;BANCO UBS PACTUAL S/A;1979-01-18;Bancos;FASE OPERACIONAL;PRIVADO;Praia de Botafogo, 501;5º e 6º andares;Botafogo;RIO DE JANEIRO;RJ;22250040.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A Companhia e suas controladas formam um grupo de prestação de serviços financeiros sediado no Brasil, atuando como banco múltiplo, com carteira de investimento, nos termos dalegislação aplicável.;https://www.btgpactual.com;['BPAC11']
04.902.979/0001-44;922;BANCO DA AMAZÔNIA S.A.;BANCO DA AMAZONIA S.A.;1942-07-09;Bancos;FASE OPERACIONAL;ESTATAL;AVENIDA PRESIDENTE VARGAS , 800;SECRE;CAMPINA;BELÉM;PA;66017910.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;;www.bancoamazonia.com.br;['BAZA3']
62.232.889/0001-90;20796;BANCO DAYCOVAL S.A.;BANCO DAYCOVAL S.A.;1968-08-05;Bancos;FASE OPERACIONAL;PRIVADO;Av. Paulista, 1793;;Bela Vista;SÃO PAULO;SP;1311200.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Banco Múltiplo com carteira comercial, de câmbio, de investimento e de crédito e financiamento.;www.daycoval.com.br/ri;
00.000.000/0001-91;1023;BANCO DO BRASIL S.A.;BANCO DO BRASIL S.A.;1905-12-30;Bancos;FASE OPERACIONAL;ESTATAL;SAUN QUADRA 05, LOTE B;ED. BB;ASA NORTE;BRASÍLIA;DF;70040912.0;KPMG AUDITORES INDEPENDENTES LTDA.;Banco Múltiplo;www.bb.com.br;['BBAS3']
13.009.717/0001-46;1120;BANCO DO ESTADO DE SERGIPE SA;BANESE;1963-06-18;Bancos;FASE OPERACIONAL;ESTATAL;Rua Olímpio de Souza Campos Júnior, 31;;Inácio Barbosa;ARACAJU;SE;49040840.0;KPMG AUDITORES INDEPENDENTES LTDA.;;www.banese.com.br;['BGIP3', 'BGIP4']
04.913.711/0001-08;1171;BANCO DO ESTADO DO PARÁ S/A.;BANPARÁ S.A.;1960-07-01;Bancos;FASE OPERACIONAL;ESTATAL;Av. Presidente Vargas, n° 251;4° andar;Campina;BELÉM;PA;66010000.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;O Banpará, pessoa jurídica de direito privado, constituída como S.A. aberta, de economia mista, estruturada como banco múltiplo. Atua na execução de políticas públicas de fomento à economia do Estado.;https://www.banpara.b.br/;['BPAR3']
92.702.067/0001-96;1210;BANCO DO ESTADO DO RIO GRANDE DO SUL SA;BANRISUL S/A;1928-09-12;Bancos;FASE OPERACIONAL;ESTATAL;Rua Capitão Montanha, 177;4º andar;Centro;PORTO ALEGRE;RS;90010040.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Banco Múltiplo atuante nas carteiras comercial, crédito, financiamento e investimento, crédito imobiliário, desenvolvimento e arrendamento mercantil e de investimentos.;www.banrisul.com.br/ri;['BRSR3', 'BRSR6', 'BRSR5']
07.237.373/0001-20;1228;BANCO DO NORDESTE DO BRASIL SA;BANCO DO NORDESTE;1952-07-19;Bancos;FASE OPERACIONAL;ESTATAL;AV. DR. SILAS MUNGUBA;5.700;PASSARÉ;FORTALEZA;CE;60743902.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Banco Múltiplo com Carteira Comercial;www.bnb.gov.br;['BNBR3']
17.184.037/0001-10;1325;BANCO MERCANTIL BRASIL SA;BANCO MERCANTIL DO BRASIL S/A;1940-01-01;Bancos;FASE OPERACIONAL;PRIVADO;Avenida do Contorno, 5800;14º andar;Savassi;BELO HORIZONTE;MG;30110042.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Finanças, Banco Múltiplo;https://ri.bancomercantil.com.br/;['BMEB3', 'BMEB4']
34.169.557/0001-72;1309;BANCO MERCANTIL DE INVESTIMENTOS S.A.;BANCO MERCANTIL DE INVESTIMENTOS SA;1971-03-26;Bancos;FASE OPERACIONAL;PRIVADO;Avenida do Contorno, 5800;14º andar;Savassi;BELO HORIZONTE;MG;30110042.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Investimentos / Financiamentos;https://ri.bancomercantil.com.br/;['BMIN3', 'BMIN4']
17.157.777/0001-67;1350;BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;NACIONAL BANCO;1944-02-03;Bancos;LIQUIDAÇÃO EXTRAJUDICIAL;PRIVADO;Avenida Rio Branco, nº 115, 20° andar;sala n° 2.033;Centro;RIO DE JANEIRO;RJ;20040004.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;;
59.285.411/0001-13;21199;BANCO PAN SA;BANCO PAN SA;1991-01-01;Bancos;FASE OPERACIONAL;PRIVADO;Avenida Paulista, 1374;16º andar;Bela Vista;SÃO PAULO;SP;1310100.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Banco múltiplo com carteira comercial;www.bancopan.com.br;['BPAN4']
62.144.175/0001-20;20567;BANCO PINE S/A;BANCO PINE S/A;1997-05-01;Bancos;FASE OPERACIONAL;PRIVADO;AV. PRESIDENTE JUSCELINO KUBITSCHEK, 1830- SALAS 44, 54 E 64;4º, 5º E 6º ANDARES;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543900.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Banco regional brasileiro, de capital aberto, que há mais de vinte e cinco anos destaca-se em financiar e assessorar grandes e médias empresas.;www.pine.com;['PINE3', 'PINE4']
62.307.848/0001-15;21466;BANCO RCI BRASIL S.A.;CIA DE ARREND MERCANTIL RCI BRASIL;1968-09-12;Bancos;FASE OPERACIONAL;ESTRANGEIRO;Rua Pasteur, nº 463 - 1º andar;Conjunto 101;Batel;CURITIBA;PR;80250080.0;KPMG AUDITORES INDEPENDENTES LTDA.;A sociedade tem por objeto principal a prática de operações de investimento, arrendamento mercantil e crédito financiamento e investimento e demais atividades permitidas por lei.;"https://www.bancorci.com.br/relacao-com-investidores (nesta página, clicar na opção ""publications""),";
90.400.888/0001-42;20532;BANCO SANTANDER (BRASIL) S.A.;BANCO SANTANDER (BRASIL) S.A.;1985-08-09;Bancos;FASE OPERACIONAL;ESTRANGEIRO HOLDING;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, Nº 2041;CJ 281, BLOCO A;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543011.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Banco Múltiplo com Carteira Comercial;www.santander.com.br;['SANB11']
28.127.603/0001-78;1155;BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO;BANESTES S/A;1936-06-17;Bancos;FASE OPERACIONAL;ESTATAL;AV. PRINCESA ISABEL;574, BL B, 9 ANDAR;CENTRO;VITÓRIA;ES;29010931.0;KPMG AUDITORES INDEPENDENTES LTDA.;Intermediação Financeira inerente aos Bancos Múltiplos por meio das carteiras autorizadas, inclusive Operações de Câmbio.;www.banestes.com.br;['BEES3', 'BEES4']
60.851.615/0001-53;1520;BARDELLA S.A. INDS MECANICAS - EM RECUPERAÇÃO JUDICIAL;BARDELLA;1911-02-11;Máquinas, Equipamentos, Veículos e Peças;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO;AV. ANTONIO BARDELLA;525;CUMBICA;GUARULHOS;SP;7220902.0;MOREIRA ASSOCIADOS AUDITORES INDEPENDENTES S/S;Bens de capital, Produtos e Serviços para os segmentos de Metalurgia, Movimentação de Materiais, Óleo e Gás, Energia e Aços Laminados e Trefilados, para os mercados nacionais e internacional;www.bardella.com.br;['BDLL3', 'BDLL4']
61.374.161/0001-30;1562;BAUMER SA;BAUMER;1955-12-28;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;AVENIDA PREFEITO ANTONIO TAVARES LEITE, 181;;PARQUE DA EMPRESA;MOGI MIRIM;SP;13803330.0;JPPS AUDITORES INDEPENDENTES S/S LTDA.;Fabricação aparelhos e instrumentos p/ uso medico hospitalar e ortopedia;www.baumer.com.br;['BALM3', 'BALM4']
17.344.597/0001-94;23159;BB SEGURIDADE PARTICIPAÇÕES S.A.;;2012-12-20;Seguradoras e Corretoras;FASE OPERACIONAL;ESTATAL;SAUN, Quadra 05, Bloco B, 3º andar;Edifício BB;Asa Norte;BRASÍLIA;DF;70040912.0;KPMG AUDITORES INDEPENDENTES LTDA.;Participação no capital social de outras sociedades que realizem quaisquer atividades reguladas pela SUSEP e ANS, além de corretagem desses produtos.;www.bbseguridaderi.com.br;['BBSE3']
01.107.327/0001-20;24660;BBM LOGÍSTICA S.A.;BBM LOGÍSTICA S.A.;1996-03-06;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Tenente Djalma Dutra;N° 915, Sala 602;Centro;SÃO JOSÉ DOS PINHAIS;PR;83005360.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Prestação de serviços logísticos através de operações dedicadas e transporte de carga geral fracionada.;www.bbmlogística.com.br;['BBML3']
09.042.817/0001-05;25500;BEMOBI MOBILE TECH S.A.;BEMOBI MOBILE TECH S.A.;2007-08-28;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Av. Barão de Tefé, n. 27;12º Andar;Saúde;RIO DE JANEIRO;RJ;20220460.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Desenvolvimento e licenciamento de programas de computador não-customizáveis;ri.bemobi.com.br;['BMOB3']
02.762.124/0001-30;17884;BETAPART PARTICIPAÇÕES SA;BETAPART PARTICIPAÇÕES SA;1998-08-27;Crédito Imobiliário;FASE OPERACIONAL;PRIVADO HOLDING;Av. Presidente Wilson, nº 231;28º andar (parte);Centro;RIO DE JANEIRO;RJ;20030021.0;BKR - LOPES, MACHADO AUDITORES;Participação em outras sociedades.;http://www.betapart.com.br/home/index.aspx;['BETP3']
56.992.423/0001-90;1694;BICICLETAS MONARK SA;MONARK;1948-05-25;Brinquedos e Lazer;FASE OPERACIONAL;PRIVADO;Rua Francisco Lanzi Tancler, 130;Distrito Industrial;Domingos Giomi;INDAIATUBA;SP;13347370.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Fabricação e Comercialização de Bicicletas;www.monark.com.br;['BMKS3']
04.752.991/0001-10;19305;BIOMM SA;BIOMM SA;2001-09-19;Farmacêutico e Higiene;FASE PRÉ-OPERACIONAL;PRIVADO;Avenida Regent;nº 705,Lote 15 ao 21;Alphaville;NOVA LIMA;MG;34018000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Empresa brasileira com sua atividade focada no desenvolvimento e comercialização de medicamentos biotecnológicos por meio de parcerias estratégicas e fábrica própria.;www.biomm.com;['BIOM3']
04.069.709/0001-02;25925;BIONEXO S.A.;;2000-09-13;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Avenida Juscelino Kubitschek, 1830;7° andar;Vila Nova Conceição;SÃO PAULO;SP;4543000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Participação em outras empresas ou sociedades, negócios e empreendimentos desenvolvimento, licenciamento e implementação de softwares.;www.bionexo.com/ri;
58.430.828/0001-60;24627;BLAU FARMACÊUTICA S.A.;BLAU FARMACÊUTICA S.A.;1987-12-09;Farmacêutico e Higiene;FASE OPERACIONAL;PRIVADO;Rodovia Raposo Tavares, Km 30,5, n.º 2.833, Unidade I;prédios 100/110;Barro Branco;COTIA;SP;6705030.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia dedica-se à fabricação, comercialização, pesquisa e desenvolvimento de medicamentos de alta complexidade.;ri.blau.com;['BLAU3']
60.637.238/0001-54;12319;BLUE TECH SOLUTIONS EQI S.A.;BLUE TECH SOLUTIONS EQI S.A.;1972-06-16;Alimentos;FALIDA;PRIVADO;Rua Werner Von Siemens, nº 111;9º ANDAR - TORRE A;Lapa de Baixo;SÃO PAULO;SP;5069010.0;CONSULT - AUDITORES INDEPENDENTES;;;
24.921.465/0001-43;26204;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A;;2016-04-05;Brinquedos e Lazer;FASE OPERACIONAL;PRIVADO;Rua Gomes de Carvalho, nº 1.327;conjuntos 61 e 62;Vila Olímpia;SÃO PAULO;SP;4547005.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;;;
00.383.281/0001-09;16772;BNDES PARTICIPAÇÕES S.A. - BNDESPAR;BNDESPAR;1982-01-10;Sem Setor Principal;FASE OPERACIONAL;ESTATAL;Quadra 09, Torre C - Edifício Parque Cidade;12º andar;Setor Comercial Sul;BRASÍLIA;DF;70308200.0;KPMG AUDITORES INDEPENDENTES LTDA.;;http://www.bndes.gov.br;
10.807.374/0001-77;25704;BOA SAFRA SEMENTES S.A;BOA SAFRA SEMENTES S.A.;2009-04-07;Alimentos;FASE OPERACIONAL;PRIVADO;Avenida Circular;209;Setor Industrial;FORMOSA;GO;73813014.0;KPMG AUDITORES INDEPENDENTES LTDA.;Produção de sementes certificadas, exceto de forrageiras para pasto.Comércio atacadista de sementes, flores, plantas e gramas.;www.boasafrasementes.com.br;['SOJA3']
50.564.053/0001-03;12190;BOMBRIL SA;BOMBRIL SA;1948-01-14;Farmacêutico e Higiene;FASE OPERACIONAL;PRIVADO;Via Anchieta, KM 14;S/N;Rudge Ramos;SÃO BERNARDO DO CAMPO;SP;9696000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;1080;https://www.bombril.com.br/  e https://ri.bombril.com.br/;['BOBR3', 'BOBR4']
02.117.801/0001-67;16560;BONAIRE PARTICIPAÇÕES S.A.- EM LIQUIDAÇÃO;BONAIRE;1997-08-29;Energia Elétrica;LIQUIDAÇÃO EXTRAJUDICIAL;PRIVADO;Av. Ayrton Senna;3000 - sala 4098;Barra da Tijuca;RIO DE JANEIRO;RJ;22775003.0;BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES LTDA.;;www.bonairebrasil.com.br;['BNPA3B']
87.870.952/0001-44;26980;BORRACHAS VIPAL S.A.;BORRACHAS VIPAL S.A.;1971-12-07;Petroquímicos e Borracha;FASE OPERACIONAL;PRIVADO;Rua Buarque de Macedo, nº 365;;Centro;NOVA PRATA;RS;95320000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Companhia dedica-se a fabricação, reforma e reparo de pneus.;www.vipal.com.br;
10.739.356/0001-03;25860;BR ADVISORY PARTNERS PARTICIPACOES S.A.;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;2009-03-12;Bancos;FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, nº 3.732;28º andar;Itaim Bibi;SÃO PAULO;SP;4538132.0;KPMG AUDITORES INDEPENDENTES LTDA.;Participação em outras sociedades, nacionais ou estrangeiras, na qualidade de sócia, acionista ou quotista, e a administração de bens próprios.;https://brpartners.com.br/;['BRBI11']
06.977.745/0001-91;19909;BR MALLS PARTICIPAÇOES S.A.;BR MALLS PARTICIPAÇOES S.A.;2004-05-26;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO HOLDING;AV AFRANIO DE MELO FRANCO,290;salas 102,103,104;Leblon;RIO DE JANEIRO;RJ;22430060.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Holding;https://www.allos.co;['BRML3']
47.509.120/0001-82;19640;BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;BRADESCO LEASING SA ARREND MERCANTIL;2002-01-01;Arrendamento Mercantil;FASE OPERACIONAL;PRIVADO;Núcleo Cidade de Deus - Prédio Prata;2º andar;Vila Yara;OSASCO;SP;6029900.0;KPMG AUDITORES INDEPENDENTES LTDA.;Prática das operações de arrendamento mercantil, observadas as disposições da legislação em vigor.;www.bradescoleasing.com.br;
03.847.461/0001-92;18724;BRADESPAR S/A;BRADESPAR S/A;2000-03-30;Extração Mineral;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Juscelino Kubitschek, 1.309;2º andar, parte;Vila Nova Conceição;SÃO PAULO;SP;4543011.0;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;Participação como sócia ou acionista de outras Sociedades.;www.bradespar.com;['BRAP3', 'BRAP4']
09.478.309/0001-66;27375;BRASIL BIOFUELS S.A.;BRASIL BIOFUELS S.A.;2008-04-11;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rodovia BR 210, Lote 574, Gleba Jauaperi;Sítio Boa União;Zona Rural;SÃO JOÃO DA BALIZA;RR;69375000.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;;;
35.764.708/0001-01;27499;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.;2019-08-15;Telecomunicações;FASE OPERACIONAL;PRIVADO;Rua Gomes de Carvalho, nº 1.510;1º andar, cj. 12;Vila Olímpia;SÃO PAULO;SP;4547005.0;KPMG AUDITORES INDEPENDENTES LTDA.;Participação em sociedades, administração de negócios análise de necessidades, especificação técnica assessoria em sistemas/equipamentos de informática gerência de projetos de informática.;ri.brasiltecpar.com.br;
07.628.528/0001-59;20036;BRASILAGRO CIA BRAS DE PROP AGRICOLAS;BRASILAGRO CIA BRAS DE PROP AGRICOLAS;2005-09-23;Agricultura (Açúcar, Álcool e Cana);FASE OPERACIONAL;ESTRANGEIRO;Av. Brigadeiro Faria Lima, 1.309;5º andar;Jardim Paulistano;SÃO PAULO;SP;1452002.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;EMPRESA DE DESENVOLVIMENTO AGROPECUARIO;www.brasil-agro.com;['AGRO3']
08.773.191/0001-36;23930;BRASILIANA PARTICIPAÇÕES S.A.;BRASILIANA PARTICIPAÇÕES S.A.;2007-02-16;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Av. das Nações Unidas, 12.495;12º Andar;Brooklin Novo;SÃO PAULO;SP;4578000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Atividade primordial focada na participação de empresas do setor de energia elétrica brasileiro.;www.brasilianaparticipacoes.com.br;
42.150.391/0001-70;4820;BRASKEM S.A.;BRASKEM;1974-06-18;Petroquímicos e Borracha;FASE OPERACIONAL;PRIVADO;Rua Eteno, Nº 1561;Polo Industrial;Copec;CAMAÇARI;BA;42816200.0;KPMG AUDITORES INDEPENDENTES LTDA.;Produção de produtos químicos, utilidades, energia elétrica e outrosprestação de serviços industriaisparticipação em outras sociedadeslocação de bens representação/consignação de produtos químicos;www.braskem.com.br;['BRKM3', 'BRKM6', 'BRKM5']
14.292.540/0001-09;27316;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;2011-08-22;Telecomunicações;FASE OPERACIONAL;PRIVADO HOLDING;Alameda Oscar Niemeyer, nº 222;6º andar, sala 601;Vale do Sereno;NOVA LIMA;MG;34006049.0;KPMG AUDITORES INDEPENDENTES LTDA.;Cessão de espaço em infraestruturas a terceiros para instalação de transmissores de telecomunicações aquisição, locação ou arrendamento de imóveis para as infraestruturas.;ri.braziltowercompany.com.br;
