Code;Details
906941;QUALICORP CORRETORA DE SEGUROS S/A (REGISTRO ATIVO)
900124;QUALITY ALUGUEL DE VEÍCULOS S.A. (REGISTRO ATIVO)
23302;QUALITY SOFTWARE S.A. (REGISTRO ATIVO)
55042;QUANTA SERVICES INC (REGISTRO ATIVO)
917661;QUANTUM PARTICIPACOES S.A. (REGISTRO ATIVO)
58670;QUANTUMSCAPE CORP (REGISTRO ATIVO)
900284;QUARESMEIRA ENERGIA S.A (REGISTRO ATIVO)
19267;QUATTOR PETROQUÍMICA S.A. (REGISTRO CANCELADO)
9830;QUEIROZ COMERCIO E PARTS SA (REGISTRO CANCELADO)
906974;QUEIROZ GALVAO DESENVOLVIMENTO DE NEGOCIOS S.A. (REGISTRO ATIVO)
906958;QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO S.A. (REGISTRO ATIVO)
906966;QUEIROZ GALVAO S/A (REGISTRO ATIVO)
906990;QUEIXADA ENERGETICA S/A (REGISTRO ATIVO)
55050;QUEST DIAGNOSTICS INC (REGISTRO ATIVO)
912428;QUEVEDOS ENERGETICA S/A (REGISTRO ATIVO)
9849;QUIMBRASIL QUIM INDL BRAS SA (REGISTRO CANCELADO)
9873;QUIMIO PRODS QUIMICOS CI SA (REGISTRO CANCELADO)
9881;QUIMISINOS SA (REGISTRO CANCELADO)
913681;R.P. PARTICIPAÇÕES EM BIOCOMBUSTÍVEIS S.A. (REGISTRO ATIVO)
907279;R039 EXTREMA 2 EMPREENDIMENTOS E PARTICIPACOES S.A (REGISTRO ATIVO)
911289;R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIP. SA (REGISTRO ATIVO)
9903;RACHID ABDALLA SA IND E COM (REGISTRO CANCELADO)
13056;RACIMEC INFORMATICA BRAS SA (REGISTRO CANCELADO)
13803;RACINVEST INVS IMOBILIARIOS SA (REGISTRO CANCELADO)
9911;RACIONAL ENGENHARIA SA (REGISTRO CANCELADO)
907493;RADIO E TELEVISAO BANDEIRANTES S.A. (REGISTRO ATIVO)
5258;RAIA DROGASIL S.A. (REGISTRO ATIVO)
22306;RAIA S.A. (REGISTRO CANCELADO)
15946;RAIL SUL SA (REGISTRO CANCELADO)
23230;RAIZEN ENERGIA S.A. (REGISTRO ATIVO)
25917;RAIZEN S.A. (REGISTRO ATIVO)
54224;RALPH LAUREN CORP (REGISTRO ATIVO)
9970;RAN REF ACUCAR NORTE SA (REGISTRO CANCELADO)
9938;RANDON NORDESTE SA VEICS IMPLS (REGISTRO CANCELADO)
14109;RANDON S.A. IMPLEMENTOS E PARTICIPACOES (REGISTRO ATIVO)
900251;RANDON SA IMPLEMENTOS PARTICIPACOES (REGISTRO ATIVO)
9946;RANDON SA VEICULOS IMPLEMENTOS (REGISTRO CANCELADO)
58688;RAPID7 INC (REGISTRO ATIVO)
913061;RAPIDOO PAGAMENTOS SECURITIZADORA CRED MERCANTIS (REGISTRO ATIVO)
18279;RASIP AGRO PASTORIL SA (REGISTRO CANCELADO)
55069;RAYMOND JAMES FINANCIAL INC (REGISTRO ATIVO)
907063;RB CAPITAL COMMERCIAL PROPERTIES S.A. (REGISTRO ATIVO)
907071;RB CAPITAL HOLDING S.A (REGISTRO ATIVO)
902213;RB CAPITAL S.A (REGISTRO ATIVO)
19860;RB CAPITAL SECURITIZADORA S.A. (REGISTRO CANCELADO)
913459;RB COMMERCIAL PROPERTIES 30 EMPREEND. IMOB. S.A. (REGISTRO ATIVO)
916870;RB COMMERCIAL PROPERTIES 61 EMPR. IMOB. S.A. (REGISTRO ATIVO)
907113;RBS PARTICIPACOES S.A. (REGISTRO ATIVO)
907139;RBX RIO COMERCIO DE ROUPAS S.A. (REGISTRO ATIVO)
915926;RCH EMPREENDIMENTOS IMOBILIARIOS S.A (REGISTRO ATIVO)
900327;RCS TECNOLOGIA S.A. (REGISTRO ATIVO)
916577;RDA IMPORTACAO, EXPORTACAO E SERVICOS SA (REGISTRO ATIVO)
19151;RDN CONCESSÕES E PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
917153;RDVE SUBHOLDING S.A. (REGISTRO ATIVO)
26964;REAG INVESTIMENTOS S.A. (REGISTRO ATIVO)
18430;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A. (REGISTRO CANCELADO)
18023;REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO) (REGISTRO CANCELADO)
907261;REAL ESTATE FLORESTAL EMPREENDIMENTOS IMOBILIARIOS (REGISTRO ATIVO)
907477;REAL ESTATE XVI INVESTIMENTOS IMOBILIARIOS E PARTI (REGISTRO ATIVO)
18007;REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO) (REGISTRO CANCELADO)
518298;REALCAFÉ SOLÚVEL DO BRASIL S.A. (REGISTRO CANCELADO)
9962;REALCAFE SOLUVEL DO BRASIL S/A (REGISTRO ATIVO)
907386;REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA (REGISTRO ATIVO)
18015;REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO (REGISTRO CANCELADO)
55077;REALTY INCOME CORP (REGISTRO ATIVO)
907105;REALTY IX EMPREENDIMENTOS IMOBILIARIOS LTDA (REGISTRO ATIVO)
907121;REALTY VII EMP. IMOBILIARIOS S.A. (REGISTRO ATIVO)
917600;REAM PARTICIPACOES S.A. (REGISTRO ATIVO)
16519;"REASON S.A. COML.; IMPORT. E EXPORTADORA (REGISTRO CANCELADO)"
907246;REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S/A (REGISTRO ATIVO)
906438;REC 2017 EMPREENDIMENTOS E PARTICIPACOES I S.A. (REGISTRO ATIVO)
906354;REC 2017 EMPREENDIMENTOS E PARTICIPACOES II S.A. (REGISTRO ATIVO)
907188;REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A. (REGISTRO ATIVO)
907196;REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA (REGISTRO ATIVO)
907253;REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A. (REGISTRO ATIVO)
912550;REC 2019 III EMPREENDIMENTOS E PARTICIPACOES S.A. (REGISTRO ATIVO)
910307;REC CAJAMAR II S.A. (REGISTRO ATIVO)
917370;REC CAJAMAR IV PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
910695;REC CAJAMAR S.A (REGISTRO ATIVO)
910356;REC CIPASA S.A. (REGISTRO ATIVO)
915348;REC DUQUE DE CAXIAS I S.A. (REGISTRO ATIVO)
900200;REC EMBU III S.A. (REGISTRO ATIVO)
911057;REC GUARULHOS S/A (REGISTRO ATIVO)
910802;REC JUNDIAÍ III EMPREENDIMENTOS IMOBILIÁRIOS S/A (REGISTRO ATIVO)
912303;REC LOG 331 EMPREENDIMENTOS IMOBILIARIOS S.A. (REGISTRO ATIVO)
912337;REC LOG 411 S.A.. (REGISTRO ATIVO)
914390;REC REGIS EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
19356;REC SAO BERNARDO SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A (REGISTRO CANCELADO)
916403;RECH AGRICOLA S.A. (REGISTRO ATIVO)
12572;RECRUSUL S.A. (REGISTRO ATIVO)
900147;REDE 7 SA (REGISTRO ATIVO)
24821;REDE DOR SÃO LUIZ S.A. (REGISTRO ATIVO)
904300;REDE DOR SAO LUIZ S/A
90670;904300 (REGISTRO ATIVO)
3190;REDE ENERGIA PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
917601;REDE INTEGRADA LOJAS CONVENIENCIA E PROXIMIDADE SA (REGISTRO ATIVO)
20893;REDECARD S/A (REGISTRO CANCELADO)
22128;REDENTOR ENERGIA S/A (REGISTRO CANCELADO)
19496;REDFACTOR FACTORING E FOMENTO COML S/A (REGISTRO CANCELADO)
57606;REDFIN CORPORATION (REGISTRO ATIVO)
913293;REENERGISA GERACAO FOTOVOLTAICA III S.A. (REGISTRO ATIVO)
27308;REFINARIA DE MANAUS S.A. (REGISTRO ATIVO)
910018;REFINARIA DE PETRÓLEO RIOGRANDENSE S.A. (REGISTRO ATIVO)
9989;REFINARIA DE PETROLEOS MANGUINHOS S.A. (REGISTRO ATIVO)
9997;REFINARIA PET IPIRANGA SA (REGISTRO CANCELADO)
917563;REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A. (REGISTRO ATIVO)
58696;REGAL REXNORD CORP (REGISTRO ATIVO)
55743;REGENCY CENTERS CORP (REGISTRO ATIVO)
52078;REGENERON PHARMACEUTICALS INC (REGISTRO ATIVO)
53341;REGIONS FINANCIAL CORP (REGISTRO ATIVO)
22802;REIT SECURITIZADORA S/A (REGISTRO CANCELADO)
56995;RELX PLC (REGISTRO ATIVO)
10022;REMA SA (REGISTRO CANCELADO)
907378;RENAULT DO BRASIL S.A. (REGISTRO ATIVO)
10030;RENNER HERRMANN SA (REGISTRO CANCELADO)
17752;RENNER PARTICIPAÇÕES SA (REGISTRO CANCELADO)
907402;RENOSA PARTICIPACOES S.A (REGISTRO ATIVO)
907410;RENOVA COMPANHIA SECURITIZADORA DE CREDITOS FINANC (REGISTRO ATIVO)
23744;RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A. (REGISTRO CANCELADO)
21636;RENOVA ENERGIA S.A. (REGISTRO ATIVO)
914093;RENOVAGRO AGRICULTURA RENOVAVEL (REGISTRO ATIVO)
907303;RENOVIAS CONCESSIONARIA S/A (REGISTRO ATIVO)
907295;REAL ESTATE PARTNERS DESENVOLVIMENTO IMOBILI (REGISTRO ATIVO)
21539;REP REAL ESTATE PARTNERS DESENV IMOB SA (REGISTRO CANCELADO)
58700;REPLIGEN CORP (REGISTRO ATIVO)
55085;REPUBLIC SERVICES INC (REGISTRO ATIVO)
55751;RESMED INC (REGISTRO ATIVO)
17337;RET PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
914523;REVELO COMPANHIA SECURITIZADORA DE CRÉDITOS FINANC (REGISTRO ATIVO)
907519;REVITA ENGENHARIA S.A. (REGISTRO ATIVO)
55727;REVVITY, INC. (REGISTRO ATIVO)
16250;REXAM BEVERAGE CAN SOUTH AMERICA S.A. (REGISTRO CANCELADO)
16527;RGE SUL DISTRIBUIDORA DE ENERGIA S.A. (REGISTRO ATIVO)
57614;RH (REGISTRO ATIVO)
24635;RHC SECURITIZADORA DE CRÉDITO (REGISTRO CANCELADO)
4421;RHODIA AGRO SA (REGISTRO CANCELADO)
10065;RHODIA SA (REGISTRO CANCELADO)
6106;RHODIA-STER FIPACK SA (REGISTRO CANCELADO)
910000;RI HAPPY BRINQUEDOS S.A. (REGISTRO ATIVO)
907337;RIALMA COMPANHIA ENERGETICA IV S/A (REGISTRO ATIVO)
900008;RIALMA TRANSMISSORA DE ENERGIA IV S.A. (REGISTRO ATIVO)
900244;RIALMA TRANSMISSORA DE ENERGIA V S.A. (REGISTRO ATIVO)
12009;RIB SA (REGISTRO CANCELADO)
14583;RIBEIRAO PRETO WATER PARK SA (REGISTRO CANCELADO)
900111;RIBEIRO GONCALVES ENERGIA SOLAR SPE S.A (REGISTRO ATIVO)
911073;KWS SEMENTES LTDA (REGISTRO ATIVO)
10073;RICASA ROLANDIA IC E AGRI SA (REGISTRO CANCELADO)
14036;RIMA IMPRESSORA SA (REGISTRO CANCELADO)
12840;RIMET EMPREEND. INDS. E COMERCIAIS S/A (REGISTRO CANCELADO)
912410;RINCAO DOS ALBINOS ENERGETICA S/A (REGISTRO ATIVO)
912402;RINCAO SAO MIGUEL ENERGETICA S/A (REGISTRO ATIVO)
58718;RINGCENTRAL INC (REGISTRO ATIVO)
2572;RIO ALTO ENERGIAS RENOVÁVEIS S.A.
25720;RIO ALTO ENERGIAS RENOVÁVEIS S.A. (REGISTRO ATIVO)
917573;RIO ALTO STL HOLDING I S.A (REGISTRO ATIVO)
27006;RIO ALTO STL HOLDING I S.A (REGISTRO ATIVO)
92908;RIO BRANCO ALIMENTOS S.A. (REGISTRO NÃO CONCEDIDO)
907345;RIO CANOAS ENERGIA S/A (REGISTRO ATIVO)
914101;RIO CASCA ENERGÉTICA S.A. (REGISTRO ATIVO)
915363;RIO CORRENTE S/A
518786;RIO CORTADO AGROPECUÁRIA S.A. (REGISTRO ATIVO)
914846;RIO ENERGY PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
26298;RIO ENERGY PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
10081;RIO GRANDE CIA CEL DO SUL (REGISTRO CANCELADO)
16535;RIO GRANDE ENERGIA SA (REGISTRO CANCELADO)
904359;RIO IACO PARTICIPACOES S.A. (REGISTRO ATIVO)
22969;RIO MONSARÁS PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
900330;RIO NASCENTE ENERGIA S.A. (REGISTRO ATIVO)
10090;RIO OTHON PALACE HOTEL SA (REGISTRO CANCELADO)
25623;RIO PARANA ENERGIA S/A (REGISTRO ATIVO)
907352;RIO PARANA ENERGIA S/A
18368;RIO PARANAPANEMA ENERGIA S.A. (REGISTRO ATIVO)
907451;RIO PETROLEO SPE S/A COMPANHIA SECURITIZADORA DE C (REGISTRO ATIVO)
52450;RIO TINTO PLC (REGISTRO ATIVO)
917662;RIO VERDE ENERGIA SA (REGISTRO ATIVO)
27146;RIO+ SANEAMENTO BL 3 S.A (REGISTRO ATIVO)
95060;RIO+ SANEAMENTO BL 3 S.A.
18872;RIOEST ESTACIONAMENTOS SA (REGISTRO CANCELADO)
907311;RIOFORTE INVESTMENT HOLDING BRASIL S.A. (REGISTRO ATIVO)
24368;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS (REGISTRO CANCELADO)
912733;RIOMAR SHOPPING FORTALEZA S/A (REGISTRO ATIVO)
513970;RIOPEC-RIO SANGUE E PECUÁRIA S/A
10103;RIPASA SA CELULOSE E PAPEL (REGISTRO CANCELADO)
24996;RIVA INCORPORADORA S.A (REGISTRO CANCELADO)
917578;RIVER PARTICIPAÇÃO E INCORPORAÇÃO LTDA (REGISTRO ATIVO)
10111;RIZZO SA IND ALIM (REGISTRO CANCELADO)
22330;RJ CAPITAL PARTNERS S.A. (REGISTRO CANCELADO)
907360;RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC (REGISTRO ATIVO)
907394;RN  COMERCIO VAREJISTA S/A (REGISTRO ATIVO)
20451;RNI NEGÓCIOS IMOBILIÁRIOS S.A. (REGISTRO ATIVO)
55760;ROBERT HALF INC. (REGISTRO ATIVO)
57622;ROBLOX CORPORATION (REGISTRO ATIVO)
907428;ROCCO HOSPITALAR ADMINISTRACAO E PARTICIPACOES S/A (REGISTRO ATIVO)
907436;ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A. (REGISTRO ATIVO)
55778;ROCKWELL AUTOMATION INC (REGISTRO ATIVO)
510645;RODANA RELÓGIOS S.A. (REGISTRO ATIVO)
900236;RODOBENS PARTICIPACOES S.A. (REGISTRO ATIVO)
25801;RODOBENS S.A (REGISTRO ATIVO)
916155;RODOIL DISTRIBUIDORA DE COMBUSTIVEIS S.A.
907220;RODOVIA DAS CATARATAS S/A ECOCATARATAS (REGISTRO ATIVO)
10120;RODOVIARIA SA IND IMPLS TRANSP (REGISTRO CANCELADO)
23167;RODOVIAS DAS COLINAS S.A. (REGISTRO ATIVO)
26352;RODOVIAS DO BRASIL HOLDING S.A. (REGISTRO ATIVO)
914333;RODOVIAS DO BRASIL HOLDING S.A. (REGISTRO ATIVO)
909069;RODOVIAS INTEGRADAS DO OESTE S/A (REGISTRO ATIVO)
917467;ROGGA S.A. CONSTRUTORA E INCORPORADORA (REGISTRO ATIVO)
56324;ROKU INC (REGISTRO ATIVO)
55093;ROLLINS INC (REGISTRO ATIVO)
917469;ROMAGNOLE PRODUTOS ELETRICOS S.A. (REGISTRO ATIVO)
10138;ROMANO MASSIGNAM SA IND COM (REGISTRO CANCELADO)
24686;ROMAXIS SECURITIZADORA S.A. (REGISTRO CANCELADO)
90417;ROMAXIS SECURITIZADORA S/A (REGISTRO NÃO CONCEDIDO)
7510;ROMI S.A. (REGISTRO ATIVO)
917005;RONDOBRAS DO AMAZONAS DISTR. DE AUTO PEÇAS LTDA. (REGISTRO ATIVO)
22195;ROPASC PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
55786;ROPER TECHNOLOGIES INC (REGISTRO ATIVO)
10146;ROSAFER SA (REGISTRO CANCELADO)
515884;ROSH INDUSTRIAL S.A. (REGISTRO ATIVO)
51187;ROSS STORES, INC. (REGISTRO ATIVO)
16306;ROSSI RESIDENCIAL S.A. (REGISTRO ATIVO)
15989;ROSSI SECURITIES SA (REGISTRO CANCELADO)
57843;ROYAL BANK OF CANADA (REGISTRO ATIVO)
54216;ROYAL CARIBBEAN GROUP (REGISTRO ATIVO)
52442;ROYAL DUTCH SHELL PLC (REGISTRO ATIVO)
23787;RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
907469;RR PARTICIPACOES S.A. (REGISTRO ATIVO)
900058;RRPM CURSOS PREPARATORIOS LTDA (REGISTRO ATIVO)
18856;RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
914366;RT 071 EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
50776;RTX CORPORATION (REGISTRO ATIVO)
907485;RUASINVEST PARTICIPACOES S.A. (REGISTRO ATIVO)
10170;RUBERTEX COM E INDUSTRIA SA (REGISTRO CANCELADO)
24538;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A. (REGISTRO CANCELADO)
23450;RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A. (REGISTRO CANCELADO)
26484;RUMO MALHA CENTRAL S.A. (REGISTRO ATIVO)
93211;RUMO MALHA CENTRAL S.A. (NÃO CONCEDIDO) (REGISTRO NÃO CONCEDIDO)
15300;RUMO MALHA NORTE S.A. (REGISTRO ATIVO)
17850;RUMO MALHA OESTE S.A. (REGISTRO ATIVO)
17930;RUMO MALHA PAULISTA S.A. (REGISTRO ATIVO)
15709;RUMO MALHA SUL S.A. (REGISTRO ATIVO)
17450;RUMO S.A. (REGISTRO ATIVO)
15296;RURAL LEASING SA ARREND MERC (REGISTRO CANCELADO)
907501;RVA CONSTRUCOES E INCORPORACOES S.A (REGISTRO ATIVO)
57002;RYANAIR HOLDINGS PLC (REGISTRO ATIVO)
915413;RZK BIOGAS 02 SA. (REGISTRO ATIVO)
52086;S&P GLOBAL INC (REGISTRO ATIVO)
11681;EM RECUPERAÇÃO JUDICIAL (REGISTRO CANCELADO)
501611;S.A. CONSTÂNCIO VIEIRA (REGISTRO ATIVO)
915884;S.A. USINA CORURIPE AÇÚCAR E ÁLCOOL (REGISTRO ATIVO)
15350;S.A.V.SA (REGISTRO CANCELADO)
17809;S.F.S.P.V. EMPRS E PARTS SA (REGISTRO CANCELADO)
17817;S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A (REGISTRO CANCELADO)
902262;S/A CORREIO BRAZILIENSE (REGISTRO ATIVO)
906180;S/A O ESTADO DE S.PAULO (REGISTRO ATIVO)
10189;SA BRASILEIRA IND OTICA SABIO (REGISTRO CANCELADO)
907535;SA CAVALCANTE PARTICIPACOES S.A. (REGISTRO ATIVO)
10197;SA CONFECCOES BRAS SABRA (REGISTRO CANCELADO)
10200;SA CORTUME CARIOCA (REGISTRO CANCELADO)
10219;SA ENGEFUSA (REGISTRO CANCELADO)
10227;SA FABRICA PRODS ALIMCS VIGOR (REGISTRO CANCELADO)
12726;SA MARVIN (REGISTRO CANCELADO)
10260;SA MINERACAO DA TRINDADE (REGISTRO CANCELADO)
13196;SA MINERACAO DE AMIANTO (REGISTRO CANCELADO)
10294;SA WHITE MARTINS (REGISTRO CANCELADO)
916951;SAAB PARTICIPAÇÕES III S.A. (REGISTRO ATIVO)
22756;SAAG INVESTIMENTOS S.A. (REGISTRO CANCELADO)
911503;SABARA QUIMICOS E INGREDIENTES S/A (REGISTRO ATIVO)
908228;SABER  SERVICOS  EDUCACIONAIS  S.A. (REGISTRO ATIVO)
24490;SABER SERVIÇOS EDUCACIONAIS S.A. (REGISTRO ATIVO)
513903;SABINO DE OLIVEIRA COMÉRCIO E NAVEGAÇÃO S.A. (REGISTRO ATIVO)
10308;SADIA AVICOLA SA (REGISTRO CANCELADO)
10316;SADIA CONCORDIA SA IND E COM (REGISTRO CANCELADO)
10332;SADIA SA (REGISTRO CANCELADO)
18848;SADIA SA (REGISTRO CANCELADO)
7048;SADOKIN SA ELETRICA ELETRONICA (REGISTRO CANCELADO)
27138;SAFIRA HOLDING S.A. (REGISTRO ATIVO)
20400;SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS (REGISTRO CANCELADO)
10847;SAFRA HOLDING SA (REGISTRO CANCELADO)
14184;SAFRA LEASING SA ARRENDAMENTO MERCANTIL
10340;SAFRA LEASING SA ARRENDAMENTO MERCANTIL
19844;SAFRA LEASING SA ARRENDAMENTO MERCANTIL (REGISTRO CANCELADO)
10359;SAFRA SA ADM E PARTICIPACOES (REGISTRO CANCELADO)
910943;SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A (REGISTRO ATIVO)
20826;SAHY PARTICIPAÇÕES SA (REGISTRO CANCELADO)
3689;SAINT-GOBAIN CANALIZAÇÃO S/A (REGISTRO CANCELADO)
4189;SAINT-GOBAIN VIDROS SA (REGISTRO CANCELADO)
51195;SALESFORCE, INC. (REGISTRO ATIVO)
10367;SALGEMA INDS QUIMICAS SA (REGISTRO CANCELADO)
912444;SALTO DO GUASSUPI ENERGETICA S/A (REGISTRO ATIVO)
907881;SALUS EMPREENDIMENTOS LOGISTICOS II S/A (REGISTRO ATIVO)
907899;SALUS EMPREENDIMENTOS LOGISTICOS S A (REGISTRO ATIVO)
23540;SALUS INFRAESTRUTURA PORTUARIA SA (REGISTRO ATIVO)
92380;SALVADOR ALIMENTOS PARTICIPAÇÕES S.A. (REGISTRO NÃO CONCEDIDO)
907873;SAMAR-SOLUCOES AMBIENTAIS DE ARACATUBA S/A (REGISTRO ATIVO)
10383;SAMCIL SA SERV ASSIS MED AO CI (REGISTRO CANCELADO)
910851;SOCIEDADE DE ATIVIDADES EM MULTIMIDIA LTDA (REGISTRO ATIVO)
51365;SANCHEZ ENERGY CORPORATION (REGISTRO ATIVO)
50938;SANDOZ GROUP AG FAKE (REGISTRO ATIVO)
912253;SANEAMENTO 100 INVESTIMENTO E PARTICIPACOES S/A (REGISTRO ATIVO)
907527;SANEAMENTO AMBIENTAL AGUAS DO BRASIL SA (REGISTRO ATIVO)
1918;SANEAMENTO DE GOIAS S/A
19186;SANEAMENTO DE GOIAS SA (REGISTRO ATIVO)
19593;SANESALTO SANEAMENTO S.A. (REGISTRO ATIVO)
10391;SANO SA INDUSTRIA E COMERCIO (REGISTRO CANCELADO)
52493;SANOFI (REGISTRO ATIVO)
12696;SANSUY S.A. INDUSTRIA DE PLASTICOS (REGISTRO ATIVO)
10405;SANSUY SA IND DE PLASTICOS (REGISTRO CANCELADO)
15199;SANTA CATARINA PART INVEST SA (REGISTRO ATIVO)
900181;SANTA CLARA AGROCIÊNCIA S.A (REGISTRO ATIVO)
917627;SANTA COLOMBA AGROPECUARIA S.A. (REGISTRO ATIVO)
907709;SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS (REGISTRO ATIVO)
913376;SANTA LUZ GERACAO E COMERCIO DE ENERGIA SPE S/A. (REGISTRO ATIVO)
900224;SANTA SOPHIA ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA (REGISTRO ATIVO)
908954;SANTA URSULA ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
908392;SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
908376;SANTA VITORIA DO PALMAR HOLDING S.A. (REGISTRO ATIVO)
908327;SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
908368;SANTA VITORIA DO PALMAR II ENERGIAS RENOVAVEIS S.A (REGISTRO ATIVO)
907808;SANTA VITORIA DO PALMAR III ENERGIAS RENOVAVEIS S. (REGISTRO ATIVO)
907964;SANTA VITORIA DO PALMAR IV ENERGIAS RENOVAVEIS S.A (REGISTRO ATIVO)
908384;SANTA VITORIA DO PALMAR IX ENERGIAS RENOVAVEIS S.A (REGISTRO ATIVO)
908293;SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
907998;SANTA VITORIA DO PALMAR VI ENERGIAS RENOVAVEIS S.A (REGISTRO ATIVO)
907956;SANTA VITORIA DO PALMAR VII ENERGIAS RENOVAVEIS S. (REGISTRO ATIVO)
909085;SANTA VITORIA DO PALMAR VIII ENERGIAS RENOVAVEIS S (REGISTRO ATIVO)
908400;SANTA VITORIA DO PALMAR X ENERGIAS RENOVAVEIS S.A. (REGISTRO ATIVO)
908418;SANTA VITORIA DO PALMAR XI ENERGIAS RENOVAVEIS S.A (REGISTRO ATIVO)
908426;SANTA VITORIA DO PALMAR XII ENERGIAS RENOVAVEIS S. (REGISTRO ATIVO)
10421;SANTACONSTANCIA TECELAGEM SA (REGISTRO CANCELADO)
907980;SANTANA S/A CREDITO FINANCIAMENTO E INVESTIMENTO (REGISTRO ATIVO)
16039;SANTANA TEXTIL SA (REGISTRO CANCELADO)
14940;SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A. (REGISTRO CANCELADO)
900306;SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SE (REGISTRO ATIVO)
906792;SANTANDER FINANCE ARRENDAMENTO MERCANTIL S/A (REGISTRO ATIVO)
1830;SANTANDER LEASING S.A. ARREND MERC (REGISTRO CANCELADO)
12165;SANTANDER LEASING S.A. ARRENDAMENTO MERC
20559;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL (REGISTRO CANCELADO)
900287;SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL (REGISTRO ATIVO)
14923;SANTHER FAB DE PAPEL STA THEREZINHA S.A. (REGISTRO CANCELADO)
5819;SANTHER FAB.DE PAPEL SANTA THEREZINHA SA
908335;SANTINVEST S/A  CFI (REGISTRO ATIVO)
8877;SANTISTA ALIMENTOS SA (REGISTRO CANCELADO)
14516;SANTISTA TEXTIL SA (REGISTRO CANCELADO)
908434;SANTISTA WORK SOLUTION SA (REGISTRO ATIVO)
23388;SANTO ANTONIO ENERGIA S.A. (REGISTRO ATIVO)
17892;SANTOS BRASIL PARTICIPACOES S.A. (REGISTRO ATIVO)
20699;SANTOS BRASIL TECON S.A. (REGISTRO CANCELADO)
908277;SANTOS ENERGIA PARTICIPACOES S.A (REGISTRO ATIVO)
910984;SÃO BARTOLOMEU GERADORA DE ENERGIA RENOVÁVEL S.A. (REGISTRO ATIVO)
12513;SAO BRAZ SA IND COM ALIMENTOS (REGISTRO CANCELADO)
13781;SAO CARLOS EMPREEND E PARTICIPACOES S.A. (REGISTRO ATIVO)
916174;SAO FRANCISCO ENERGIA S.A. (REGISTRO ATIVO)
518433;SAO FRANCISCO TEXTIL S.A. (REGISTRO ATIVO)
917528;SÃO FRANCISCO TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
900018;SÃO GABRIEL SANEAMENTO S.A. (REGISTRO ATIVO)
912329;SAO JOAO ENERGETICA S/A (REGISTRO ATIVO)
10448;SAO LUIZ PARTICIPACOES SA (REGISTRO CANCELADO)
20516;SAO MARTINHO S.A. (REGISTRO ATIVO)
9415;SAO PAULO TURISMO S.A. (REGISTRO ATIVO)
19160;SÃO PAULO WELLNESS S/A (REGISTRO CANCELADO)
